Order Number,Date of Order,,,Lineitem name,Accepts Marketing,Cancelled at,Currency,Discount Amount,Discount Code,Financial Status,Fulfilled at,Fulfillment Status,Lineitem discount,Lineitem fulfillment status,Lineitem price,Order Quantity,Lineitem quantity,Lineitem requires shipping,Lineitem taxable,Outstanding Balance,Paid at,Payment Method,Payment Reference,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Taxes,Total,Vendor
,,,,Super Oversized Zip-Up Hoodie - White - L,no,0,USD,0,0,paid,2021-08-20 12:44:35 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,2021-08-20 17:45:21 +0300,custom,c21013063827555.2,0,Low,1.5,LB,Local Shipping,web,133,0,134.5,RUSH & REEZ
R-S-3701,17/08/2021,14:31:15,300,Light Basic Sweatpants - Taupe - M,yes,0,USD,0,0,paid,2021-08-20 12:51:35 +0300,fulfilled,0,fulfilled,35,1,1,1,0,0,2021-09-07 13:11:32 +0300,custom,c21013614035043.2,0,Low,1.5,LB,Local Shipping,web,35,0,36.5,RUSH & REEZ
R-S-3702,17/08/2021,21:50:58,300,Oversized Shirt - Black - M,yes,0,USD,0,0,paid,2021-08-20 12:50:10 +0300,fulfilled,0,fulfilled,49,1,1,1,0,0,2021-09-07 14:00:31 +0300,custom,c21015936434275.2,0,Low,1.5,LB,Local Shipping,web,49,0,50.5,RUSH & REEZ
R-S-3703,17/08/2021,22:12:32,300,Second Skin T-Shirt - Black - S,0,0,0,0,0,0,0,0,0,fulfilled,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin T-Shirt - White - S,yes,0,USD,0,0,paid,2021-08-20 12:50:58 +0300,fulfilled,0,fulfilled,12,,1,1,0,0,2021-09-07 14:00:32 +0300,custom,c21016049844323.2,0,Low,1.5,LB,Local Shipping,web,24,0,25.5,RUSH & REEZ
R-S-3704,18/08/2021,14:09:03,300,Light Sweatshirt - Mocha - S,0,0,0,0,0,0,0,0,0,fulfilled,40,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Mocha - M,yes,0,USD,0,0,paid,2021-08-20 12:46:57 +0300,fulfilled,0,fulfilled,22,,1,1,1,0,2021-09-07 14:00:32 +0300,custom,c21020630614115.2,0,Low,1.5,LB,Local Shipping,web,62,0,63.5,RUSH & REEZ
R-S-3705,18/08/2021,18:02:21,300,Light Ribbed Sweatpants - Lavender - M,yes,0,USD,0,0,paid,2021-08-20 12:48:24 +0300,fulfilled,0,fulfilled,35,2,1,1,0,0,2021-09-07 13:11:33 +0300,manual,c21022024138851.2,0,Low,1.5,LB,Local Shipping,iphone,75,0,76.5,RUSH & REEZ
,,,,Light Sweatshirt - Lavender - S,0,0,0,0,0,0,0,0,0,fulfilled,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3706,18/08/2021,21:41:59,300,Ribbed Leggings - Black - L,0,0,0,0,0,0,0,0,0,pending,22,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Sapphire - L,0,0,0,0,0,0,0,0,0,pending,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Sapphire - M,yes,2021-08-18 22:02:07 +0300,USD,0,0,voided,0,restocked,0,pending,49,,1,1,0,94.5,0,custom,0,0,Low,1.5,LB,Local Shipping,web,93,0,94.5,RUSH & REEZ
R-S-3707,18/08/2021,22:21:19,300,Oversized Cotton T-shirt - Taupe - M,no,0,USD,0,0,partially_refunded,2021-08-20 12:49:23 +0300,fulfilled,0,fulfilled,22,2,1,1,1,0,0,manual,c21023495946339.2,22,Low,1.5,LB,Local Shipping,iphone,41,0,42.5,RUSH & REEZ
,,,,Ribbed Shorts - Taupe - M,0,0,0,0,0,0,0,0,0,fulfilled,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3708,19/08/2021,13:00:49,300,Oversized Polo Shirt - Black - M,yes,0,USD,0,0,paid,2021-08-20 12:42:54 +0300,fulfilled,0,fulfilled,49,3,1,1,0,0,2021-08-20 18:25:32 +0300,custom,c21027757097059.4,0,Low,1.5,LB,Local Shipping,web,73,0,74.5,RUSH & REEZ
,,,,Second Skin Tank Top - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin Tank Top - Stone - M,0,0,0,0,0,0,0,0,0,fulfilled,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3709,20/08/2021,13:19:46,300,Light Basic Sweatpants - Sapphire - L,0,0,0,0,0,0,0,0,0,fulfilled,35,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Ribbed Sweatpants - Lavender - L,yes,0,USD,0,0,partially_refunded,2021-08-23 13:20:50 +0300,fulfilled,0,fulfilled,35,,1,1,0,147,0,custom,c21040076324963.2,147,Low,1.5,LB,Local Shipping,shopify_draft_order,462,0,463.5,RUSH & REEZ
,,,,Oversized Shirt - Black - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Crimson - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Floral - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Lavender - L,0,0,0,0,0,0,0,0,0,pendingfulfilled,98,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZRUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Lavender - M,0,0,0,0,0,0,0,0,0,pending,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Sapphire - L,0,0,0,0,0,0,0,0,0,pending,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Sapphire - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3710,20/08/2021,16:36:15,300,Light Sweatshirt - Black - M,no,0,USD,0,0,paid,2021-08-23 13:22:24 +0300,fulfilled,0,fulfilled,40,4,1,1,0,0,2021-09-13 11:14:31 +0300,custom,c21041514184803.2,0,Low,1.5,LB,Local Shipping,shopify_draft_order,152,0,153.5,RUSH & REEZ
,,,,Second Skin High Neck Tank Top - White - M,0,0,0,0,0,0,0,0,0,fulfilled,14,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Sapphire - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - White - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3711,20/08/2021,20:39:04,300,Light Ribbed Sweatpants - White - S,0,0,0,0,0,0,0,0,0,fulfilled,35,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Sweatshirt - White - S,no,0,USD,0,0,paid,2021-08-23 13:14:23 +0300,fulfilled,0,fulfilled,40,,1,1,0,0,2021-09-07 14:00:32 +0300,custom,c21043023970403.2,0,Low,1.5,LB,Local Shipping,web,173,0,174.5,RUSH & REEZ
,,,,Oversized Shirt - Floral - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Tie Dye - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3712,20/08/2021,22:12:02,300,Oversized Cotton T-shirt - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,22,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Mocha - M,yes,0,USD,0,0,paid,2021-08-23 13:23:42 +0300,fulfilled,0,fulfilled,22,,1,1,1,0,2021-09-07 13:11:33 +0300,manual,c21043580797027.2,0,Low,1.5,LB,Local Shipping,iphone,44,0,45.5,RUSH & REEZ
R-S-3713,21/08/2021,3:19:54,300,Oversized Shirt - Porcelain - M,yes,0,USD,0,0,paid,2021-08-23 13:21:36 +0300,fulfilled,0,fulfilled,49,1,1,1,0,0,2021-09-07 13:11:33 +0300,custom,c21045317632099.2,0,Low,1.5,LB,Local Shipping,web,49,0,50.5,RUSH & REEZ
R-S-3714,21/08/2021,7:11:56,300,Oversized Cotton T-shirt - Taupe - M,yes,0,USD,0,0,paid,2021-08-23 13:18:51 +0300,fulfilled,0,fulfilled,22,2,1,1,1,0,2021-09-13 11:14:31 +0300,custom,c21046481453155.2,0,Low,1.5,LB,Local Shipping,web,41,0,42.5,RUSH & REEZ
,,,,Ribbed Shorts - Taupe - M,0,0,0,0,0,0,0,0,0,fulfilled,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3715,21/08/2021,11:27:48,300,Fighter Tshirt - White - L,0,0,0,0,0,0,0,0,0,fulfilled,29,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Basic Sweatpants - Sapphire - L,0,0,0,0,0,0,0,0,0,fulfilled,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Hoodie - Sapphire - M,yes,0,USD,0,0,partially_refunded,2021-08-23 13:13:16 +0300,fulfilled,0,fulfilled,45,,1,1,0,0,0,custom,c21047669325923.2,129,Low,1.5,LB,Local Shipping,web,158,0,159.5,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Sapphire - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3716,21/08/2021,14:24:44,300,Basic Hoodie Sweat Coord - Emerald - L,no,0,USD,0,0,paid,2021-08-23 13:19:38 +0300,fulfilled,0,fulfilled,79,1,1,1,0,0,2021-09-17 13:33:02 +0300,manual,c21048627658851.2,0,Low,1.5,LB,Local Shipping,iphone,79,0,80.5,RUSH & REEZ
R-S-3717,21/08/2021,23:46:23,300,Raspberry Ruffled Shirt - L,no,0,USD,58,Custom discount,paid,2021-08-21 23:49:35 +0300,fulfilled,0,fulfilled,29,2,1,1,0,0,0,0,0,0,Low,0,0,0,android,0,0,0,RUSH & REEZ
,,,,Raspberry Wide Pants - M,0,0,0,0,0,0,0,0,0,fulfilled,29,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3718,21/08/2021,23:48:57,300,Second Skin Tank Top - Black - S,0,0,0,0,0,0,0,0,0,fulfilled,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin Tank Top - White - S,yes,0,USD,4.8,Custom discount,pending,2021-08-21 23:49:21 +0300,fulfilled,0,fulfilled,12,,1,1,0,19.2,0,manual,0,0,Low,0,0,0,android,19.2,0,19.2,RUSH & REEZ
R-S-3719,21/08/2021,23:52:04,300,Oversized Shirt - Floral - M,yes,0,USD,4,0,paid,2021-08-21 23:52:24 +0300,fulfilled,2,fulfilled,49,2,1,1,0,0,2021-12-23 17:24:12 +0300,manual,c21052112404579.2,0,Low,0,LB,0,android,94,0,94,RUSH & REEZ
,,,,Oversized Shirt - Porcelain - M,0,0,0,0,0,0,0,0,2,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3721,22/08/2021,21:08:06,300,Boyfriend Shirt - Blue Pattern - OS,yes,0,USD,0,0,partially_refunded,2021-08-23 13:17:52 +0300,fulfilled,0,fulfilled,39,1,1,1,0,0,0,custom,c21058610331747.2,39,Low,1.5,LB,Local Shipping,web,39,0,40.5,RUSH & REEZ
R-S-3722,23/08/2021,12:18:32,300,Basic Hoodie Sweat Coord - Emerald - L,yes,0,USD,0,0,partially_refunded,2021-08-24 14:11:38 +0300,fulfilled,0,fulfilled,79,3,1,1,0,0,0,custom,c21062986498147.2,114,Low,1.5,LB,Local Shipping,web,154,0,155.5,RUSH & REEZ
,,,,Light Ribbed Sweatpants - Mocha - L,0,0,0,0,0,0,0,0,0,fulfilled,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Sweatshirt - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3723,23/08/2021,12:33:40,300,Light Ribbed Sweatpants - Black - M,yes,0,USD,0,0,paid,2021-08-23 15:32:11 +0300,fulfilled,0,fulfilled,35,2,1,1,0,0,2021-09-07 14:00:32 +0300,custom,c21063063404643.2,0,Low,1.5,LB,Local Shipping,shopify_draft_order,84,0,85.5,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3724,23/08/2021,13:14:00,300,Light Palazzo Sweat Pants - Taupe - S,yes,0,USD,0,0,paid,2021-08-23 15:32:55 +0300,fulfilled,0,fulfilled,42,1,1,1,1,0,2021-09-13 11:15:17 +0300,custom,c21063249920099.2,0,Low,1.5,LB,Local Shipping,shopify_draft_order,42,0,43.5,RUSH & REEZ
R-S-3725,23/08/2021,14:07:12,300,Light Basic Sweatpants - Berry Nude - L,0,0,0,0,0,0,0,0,0,fulfilled,35,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Palazzo Sweat Pants - Taupe - L,0,0,0,0,0,0,0,0,0,fulfilled,42,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Berry Nude - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Taupe - L,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - White - L,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Stone - L,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Shorts - Berry Nude - M,0,0,0,0,0,0,0,0,0,fulfilled,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin T-Shirt - Stone - L,0,0,0,0,0,0,0,0,0,fulfilled,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin Tank Top - Black - M,yes,0,USD,20,Custom discount,paid,2021-08-23 15:31:30 +0300,fulfilled,0,fulfilled,12,,1,1,0,0,2021-09-07 14:00:33 +0300,custom,c21063502626915.2,0,Low,0,LB,Free shipping,shopify_draft_order,452,0,452,RUSH & REEZ
,,,,Second Skin Tank Top - White - L,0,0,0,0,0,0,0,0,0,fulfilled,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin Tank Top - White - M,0,0,0,0,0,0,0,0,0,fulfilled,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Berry Nude - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Stone - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - White - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3726,24/08/2021,9:25:38,300,Ribbed Leggings - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,22,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Shorts - Mocha - L,0,0,0,0,0,0,0,0,0,fulfilled,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Shorts - Sapphire - L,0,0,0,0,0,0,0,0,0,fulfilled,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Shorts - Stone - M,0,0,0,0,0,0,0,0,0,fulfilled,19,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Mocha - M,yes,0,USD,0,0,pending,2021-08-24 14:12:17 +0300,fulfilled,0,fulfilled,49,,1,1,0,129.5,0,custom,0,0,Low,1.5,LB,Local Shipping,web,128,0,129.5,RUSH & REEZ
R-S-3727,24/08/2021,13:57:46,300,Fighter Tshirt - Black - S,no,0,USD,0,0,paid,2021-08-24 13:57:48 +0300,fulfilled,0,fulfilled,29,1,1,1,0,0,2021-08-24 13:57:49 +0300,Cash,c21015986864227.1,0,Low,0,0,0,pos,29,0,29,RUSH & REEZ
R-S-3728,24/08/2021,16:15:19,300,Oversized Shirt - Sage - L,yes,2021-09-19 21:42:09 +0300,USD,49,Custom discount,paid,0,unfulfilled,0,pending,49,1,1,1,0,0,0,0,0,0,Low,0,LB,0,iphone,0,0,0,RUSH & REEZ
R-S-3729,24/08/2021,16:18:18,300,Fighter Tshirt - White - S,yes,2021-09-13 12:17:24 +0300,USD,58,Custom discount,paid,0,unfulfilled,0,pending,29,2,2,1,0,0,0,0,0,0,Low,0,LB,0,iphone,0,0,0,RUSH & REEZ
R-S-3730,25/08/2021,11:23:26,300,Beta Basic Longsleeve Tshirt - Black - S,0,0,0,0,0,0,0,0,0,fulfilled,29,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Beta Basic Longsleeve Tshirt - White - S,0,0,0,0,0,0,0,0,0,fulfilled,29,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Fighter Tshirt - White - S,0,0,0,0,0,0,0,0,0,fulfilled,29,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Gamma Basic Longsleeve Tshirt - White - S,0,0,0,0,0,0,0,0,0,pending,29,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Basic Sweatpants - Sapphire - S,yes,0,USD,0,0,paid,2021-08-25 15:09:54 +0300,fulfilled,0,fulfilled,35,,1,1,0,29,2021-09-13 11:47:40 +0300,custom,c21077278326883.6,0,Low,1.5,LB,Local Shipping,shopify_draft_order,263,0,264.5,RUSH & REEZ
,,,,Light Hoodie - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,45,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Hoodie - Sapphire - S,0,0,0,0,0,0,0,0,0,fulfilled,45,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3731,25/08/2021,13:21:08,300,Oversized Polo Shirt - Olive - M,no,0,USD,0,0,paid,2021-08-25 13:21:09 +0300,fulfilled,0,fulfilled,49,1,1,1,0,0,2021-08-25 13:21:10 +0300,Cash,c21070576746595.1,0,Low,0,0,0,pos,49,0,49,RUSH & REEZ
R-S-3732,26/08/2021,11:31:29,300,Oversized Shirt - Floral - L,no,0,USD,0,0,paid,2021-12-28 01:15:28 +0300,fulfilled,0,pending,49,3,1,1,0,98,2021-12-28 01:25:10 +0300,manual,c21077858451555.1,0,Low,0,0,0,pos,147,0,147,RUSH & REEZ
,,,,Oversized Shirt - Floral - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Sage - M,0,0,0,0,0,0,0,0,0,pending,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3733,26/08/2021,11:40:25,300,Fighter Tshirt - Black - L,yes,0,USD,0,0,partially_refunded,2021-08-26 13:00:38 +0300,fulfilled,0,fulfilled,29,1,1,1,0,0,0,custom,c21084554788963.2,29,Low,1.5,LB,Local Shipping,web,29,0,30.5,RUSH & REEZ
R-S-3734,26/08/2021,11:58:23,300,Light Ribbed Sweatpants - Mocha - L,yes,0,USD,0,0,paid,2021-08-26 13:09:19 +0300,fulfilled,0,fulfilled,35,2,1,1,0,0,2021-09-13 11:14:54 +0300,manual,c21084634579043.2,0,Low,1.5,LB,Local Shipping,iphone,84,0,85.5,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Mocha - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3735,26/08/2021,12:11:08,300,Oversized Cotton T-shirt with Pocket - Berry Nude - S,no,0,USD,0,0,paid,2021-08-26 12:11:08 +0300,fulfilled,0,fulfilled,35,1,1,1,0,0,2021-12-05 19:39:17 +0300,manual,c21084526772323.1,0,Low,0,0,0,pos,35,0,35,RUSH & REEZ
R-S-3736,26/08/2021,12:12:27,300,Light Hoodie - Stone - M,0,0,0,0,0,0,0,0,0,fulfilled,45,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Hoodie - Stone - S,0,0,0,0,0,0,0,0,0,pending,45,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Stone - M,no,0,USD,0,0,paid,2021-08-27 12:01:37 +0300,fulfilled,0,fulfilled,22,,1,1,1,45,2021-09-13 11:14:31 +0300,custom,c21084685271139.2,0,Low,1.5,LB,Local Shipping,web,112,0,113.5,RUSH & REEZ
R-S-3737,26/08/2021,13:55:47,300,Light Basic Sweatpants - Taupe - L,0,0,0,0,0,0,0,0,0,fulfilled,35,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Light Hoodie - Taupe - M,0,0,0,0,0,0,0,0,0,fulfilled,45,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Stone - S,yes,0,USD,0,0,paid,2021-08-26 16:08:00 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,2021-09-07 13:21:53 +0300,manual,c21085118660707.2,0,Low,0,LB,0,iphone,129,0,129,RUSH & REEZ
R-S-3738,26/08/2021,15:41:37,300,Basic Tshirt - White - S,0,0,0,0,0,0,0,0,0,fulfilled,19,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Longsleeve Statement Tshirt - White - S,0,0,0,0,0,0,0,0,0,fulfilled,39,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin Tank Top - Stone - S,yes,0,USD,0,0,paid,2021-08-27 10:36:37 +0300,fulfilled,0,fulfilled,12,,1,1,0,0,2021-09-13 11:47:40 +0300,custom,c21085641015395.2,0,Low,1.5,LB,Local Shipping,web,70,0,71.5,RUSH & REEZ
R-S-3739,27/08/2021,12:43:40,300,Light Hoodie -Berry Nude - M,0,0,0,0,0,0,0,0,0,fulfilled,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Tie Dye - M,yes,0,USD,0,0,paid,2021-08-27 14:27:16 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,2021-09-13 11:47:41 +0300,custom,c21093637193827.2,0,Low,1.5,LB,Local Shipping,web,94,0,95.5,RUSH & REEZ
R-S-3740,27/08/2021,13:08:44,300,Oversized Cotton T-shirt - Taupe - S,no,0,USD,0,0,paid,2021-08-27 16:49:27 +0300,fulfilled,0,fulfilled,22,1,1,1,1,0,2021-09-07 13:13:08 +0300,manual,c21093777145955.2,0,Low,1.5,LB,Local Shipping,android,22,0,23.5,RUSH & REEZ
R-S-3741,27/08/2021,13:52:23,300,Super Oversized Zip-Up Hoodie - Taupe - L,yes,0,USD,0,0,paid,2021-08-30 13:28:30 +0300,fulfilled,0,fulfilled,49,1,1,1,0,0,2021-09-13 11:14:31 +0300,custom,c21094009208931.2,0,Low,1.5,LB,Local Shipping,shopify_draft_order,49,0,50.5,RUSH & REEZ
R-S-3742,27/08/2021,13:56:08,300,Oversized Shirt - Black - S,yes,0,USD,0,0,paid,2021-08-28 11:05:34 +0300,fulfilled,0,fulfilled,49,1,1,1,0,0,2021-09-17 13:33:03 +0300,custom,c21094027624547.2,0,Low,1.5,LB,Local Shipping,shopify_draft_order,49,0,50.5,RUSH & REEZ
R-S-3743,27/08/2021,22:19:25,300,Oversized Cotton T-shirt with Pocket - Berry Nude - L,yes,0,USD,57,Custom discount,paid,2021-09-19 21:37:49 +0300,fulfilled,0,fulfilled,35,2,1,1,0,0,0,0,0,0,Low,0,LB,0,iphone,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Berry Nude - L,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-3744,28/08/2021,13:37:56,300,Light Basic Sweatpants - Taupe - L,no,0,USD,0,0,paid,2021-08-28 13:37:57 +0300,fulfilled,0,fulfilled,35,2,1,1,0,0,2021-08-30 12:52:31 +0300,Cash,c21101682458723.1,0,Low,0,0,0,pos,80,0,80,RUSH & REEZ
,,,,Light Hoodie - Taupe - L,0,0,0,0,0,0,0,0,0,fulfilled,45,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
